Year,ISSN,Abbreviation,Publisher,URL
"2000","1586-2070","J. Comput. Appl. Mech.","University of Miskolc","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=15862070"
"2000","1468-0904","J. Discrete Algorithms (Oxf.)","Hermes Science Publishing","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=14680904"
"2000","1345-4773","J. Nonlinear Convex Anal.","Yokohama Publishers","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=13454773"
"2000","1443-5756","JIPAM. J. Inequal. Pure Appl. Math.","Victoria University of Technology, School of Computer Science & Mathematics","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=14435756"
"2000","1468-5248","JoT J. Turbul.","Institute of Physics Publishing","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=14685248"
"2000","1512-0511","Lect. Notes TICMI","Tbilisi University Press","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=15120511"
"2000","1468-1218","Nonlinear Anal. Real World Appl.","Elsevier Ltd","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=14681218"
"2000","1389-4420","Optim. Eng.","Kluwer Academic Publishers","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=13894420"
"2000","1454-9069","Proc. Rom. Acad. Ser. A Math. Phys. Tech. Sci. Inf. Sci.","Editura Academiei Romane","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=14549069"
"2000","1345-4617","SCIAMVS","SCIAMVS","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=13454617"
"2000","1302-7980","Selcuk J. Appl. Math.","Selcuk University Press","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=13027980"
"2000","1224-3930","Semin. Fixed Point Theory Cluj-Napoca","Babes-Bolyai University. Department of Applied Mathematics","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=12243930"
"2000","2411-3468","Sib. Zh. Chist. Prikl. Mat.","Izdatel'stvo Nauchno-Tekhnicheskoi Literatury, Novosibirskii Gosudarstvennyi Universitet","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=24113468"
"2000","1576-9372","Suhayl","Universitat de Barcelona","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=15769372"
"2000","1677-1966","TEMA Tend. Mat. Apl. Comput.","Sociedade Brasileira de Matematica Aplicada e Computacional","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=16771966"
"1999","1841-4311","Adv. Model. Optim.","ICI Publishing House","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=18414311"
"1999","1229-3067","Adv. Stud. Contemp. Math. (Pusan)","Advanced Studies in Contemporary Mathematics, Editorial Committee","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=12293067"
"1999","1454-5101","Appl. Sci.","Balkan Society of Geometers","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=14545101"
"1999","0972-5504","Appl. Sci. Period.","Applied Science Periodical","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=09725504"
"1999","1561-8625","Asian J. Control","Chinese Automatic Control Society","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=15618625"
"1999","0219-1997","Commun. Contemp. Math.","World Scientific Publishing Co. Pte. Ltd.","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=02191997"
"1999","0716-7776","Cubo Mat. Educ.","Universidad de la Frontera, Departamento de Matematica y Estadistica","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=07167776"
"1999","1454-511X","Differ. Geom. Dyn. Syst.","Balkan Society of Geometers","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=1454511X"
"1999","1099-4300","Entropy","MDPI (Molecular Diversity Preservation International)","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=10994300"
"1999","0972-1118","Far East J. Dyn. Syst.","Pushpa Publishing House","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=09721118"
"1999","1532-0081","Homology Homotopy Appl.","Homology, Homotopy and Applications","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=15320081"
"1999","0219-1989","Int. Game Theory Rev.","World Scientific Publishing Co. Pte. Ltd.","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=02191989"
"1999","1311-1728","Int. J. Appl. Math.","Academic Publications","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=13111728"
"1999","1562-2479","Int. J. Fuzzy Syst.","Springer","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=15622479"
"1999","1463-9963","Interfaces Free Bound.","Oxford University Press","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=14639963"
"1999","1521-1398","J. Comput. Anal. Appl.","Kluwer Academic/Plenum Publishers","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=15211398"
"1999","1435-9855","J. Eur. Math. Soc. (JEMS)","Springer-Verlag","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=14359855"
"1999","1422-6928","J. Math. Fluid Mech.","Birkhauser Verlag","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=14226928"
"1999","","Math-Rech. Appl.","Math-Recherche et Applications","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn="
"1999","1387-5841","Methodol. Comput. Appl. Probab.","Springer","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=13875841"
"1999","1590-5896","Nexus Netw. J.","Nexus Network Journal","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=15905896"
"1999","1422-6944","Phys. Perspect.","Birkhauser Verlag","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=14226944"
"1999","1727-4907","Probl. Program.","Natsionalnaya Akademiya Nauk Ukrainy, Institut Programmnykh Sistem","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=17274907"
"1999","1575-5460","Qual. Theory Dyn. Syst.","Universitat de Lleida, Seminari de Sistemes Dinamics","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=15755460"
"1999","","Rend. Studi Econ. Quant.","Universita Ca' Foscari di Venezia, Dipartimento di Matematica Applicata","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn="
"1999","","Stat. Appl.","Society of Statistics, Computer and Applications","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn="
"1999","0972-6705","Stat. Methods","N. Unnikrishnan Nair","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=09726705"
"1999","","Vis. Math.","ISIS Business Office","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn="
"1999","1683-3414","Vladikavkaz. Mat. Zh.","Rossiiskaya Akademiya Nauk, Vladikavkazskii Nauchnyi Tsentr, Yuzhnyi Matematicheskii Institut","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=16833414"
"1998","1092-910X","Adv. Nonlinear Var. Inequal.","International Publications","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=1092910X"
"1998","1386-923X","Algebr. Represent. Theory","Springer","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=1386923X"
"1998","1513-489X","East-West J. Math.","East-West Journal of Mathematics","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=1513489X"
"1998","1368-4221","Econom. J.","Blackwell Publishers Limited","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=13684221"
"1998","1417-3875","Electron. J. Qual. Theory Differ. Equ.","Electronic Journal of Qualitative Theory of Differential Equations","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=14173875"
"1998","","Electron. J. SADIO","Argentine Society for Informatics and Operations Research (SADIO)","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn="
"1998","1434-6028","Eur. Phys. J. B Condens. Matter Phys.","Springer-Verlag","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=14346028"
"1998","1434-6060","Eur. Phys. J. D At. Mol. Opt. Phys.","Springer-Verlag","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=14346060"
"1998","1386-1999","Extremes","Springer","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=13861999"
"1998","1392-7086","Fiz. Mat. Fak. Moksl. Semin. Darb.","Siauliu Universiteto Leidykla","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=13927086"
"1998","1311-0454","Fract. Calc. Appl. Anal.","Bulgarian Academy of Sciences, Institute of Mathematics and Informatics (IMI)","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=13110454"
"1998","1138-8927","Gac. R. Soc. Mat. Esp.","Real Sociedad Matematica Espanola","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=11388927"
"1998","1386-7393","Grammars","Kluwer Academic Publishers","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=13867393"
"1998","","Gurukula Kangri Vijnana Patrika Aryabhata","Gurukula Kangri Vishwavidyalaya","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn="
"1998","1388-3690","High.-Order Symb. Comput.","Springer","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=13883690"
"1998","0219-0257","Infin. Dimens. Anal. Quantum Probab. Relat. Top.","World Scientific Publishing Co. Pte. Ltd.","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=02190257"
"1998","1343-4500","Information","International Information Institute","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=13434500"
"1998","","Izv. Ural. Gos. Univ. Mat. Mekh.","Uralskii Gosudarstvennyi Universitet imeni A. M. Gorkogo","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn="
"1998","0972-0529","J. Discrete Math. Sci. Cryptography","Academic Forum","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=09720529"
"1998","1433-5883","J. Group Theory","De Gruyter","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=14335883"
"1998","1530-7638","J. Integer Seq.","Journal of Integer Sequences","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=15307638"
"1998","0972-0502","J. Interdiscip. Math.","Academic Forum","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=09720502"
"1998","1094-6136","J. Sched.","John Wiley & Sons, Ltd.","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=10946136"
"1998","0972-0510","J. Stat. Manag. Syst.","Academic Forum","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=09720510"
"1998","1461-1570","LMS J. Comput. Math.","London Mathematical Society","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=14611570"
"1998","1995-0802","Lobachevskii J. Math.","Kazan State University","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=19950802"
"1998","1344-7769","Math. Bull. Grad. Sch. Sci. Josai Univ.","Josai University, Graduate School of Science","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=13447769"
"1998","1331-4343","Math. Inequal. Appl.","Publishing House ELEMENT","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=13314343"
"1998","1385-0172","Math. Phys. Anal. Geom.","Springer","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=13850172"
"1998","1562-3076","Neliniini Koliv.","Natsionalna Akademiya Nauk Ukraini, Institut Matematiki","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=15623076"
"1998","1367-2630","New J. Phys.","IOP Publishing","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=13672630"
"1998","1562-3076","Nonlinear Oscil.","National Academy of Sciences of Ukraine, Institute of Mathematics","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=15623076"
"1998","1561-4085","Nonlinear Phenom. Complex Syst.","Education and Upbringing Publishing","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=15614085"
"1998","1433-7541","PAA Pattern Anal. Appl.","Springer-Verlag London, Ltd.","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=14337541"
"1998","1094-2025","Rev. Econ. Dyn.","Academic Press","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=10942025"
"1998","1343-9979","Sci. Math.","Japanese Association of Mathematical Sciences","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=13439979"
"1998","1560-7518","Sib. Zh. Ind. Mat.","Rossiiskaya Akademiya Nauk Sibirskoe Otdelenie, Institut Matematiki im. S. L. Soboleva","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=15607518"
"1998","1560-7526","Sib. Zh. Vychisl. Mat.","Izdatelstvo Rossiiskoi Akademii Nauk, Sibirskoe Otdelenie","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=15607526"
"1998","1563-3276","Stab. Control Theory Appl.","International Association for the Advancement of Methods for System Analysis and Design (IAAMSAD)","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=15633276"
"1998","1387-0874","Stat. Inference Stoch. Process.","Kluwer Academic Publishers","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=13870874"
"1998","0972-3641","Stoch. Model. Appl.","Sugata Sen Roy","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=09723641"
"1998","0351-4463","Teach. Math.","The Mathematical Society of Serbia","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=03514463"
"1998","","Uch. Zap. Artsakh. Gos. Univ.","Izdatelstvo Erevanskogo Universiteta","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn="
"1998","1819-2440","Upr. Bolsh. Sist.","Rossiiskaya Akademiya Nauk, Institut Problem Upravleniya im. V. A. Trapeznikova","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=18192440"
"1998","1300-4077","Istatistik","Turkish Statistical Association","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=13004077"
"1997","1095-0761","Adv. Theor. Math. Phys.","International Press","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=10950761"
"1997","0218-0006","Ann. Comb.","Springer-Verlag Singapore","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=02180006"
"1997","1093-6106","Asian J. Math.","International Press","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=10936106"
"1997","","Bull. Biomath.","The Chinese Society of Biomathematics","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn="
"1997","1026-2636","Bull. Hong Kong Math. Soc.","Gordon and Breach Science Publishers","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=10262636"
"1997","1512-0082","Bull. TICMI","Tbilisi University Press","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=15120082"
"1997","1364-7830","Combust. Theory Model.","Institute of Physics Publishing","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=13647830"
"1997","1083-2564","Commun. Appl. Anal.","Dynamic Publishers, Inc.","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=10832564"
"1997","1420-0597","Comput. Geosci.","Baltzer Science Publishers BV","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=14200597"
"1997","1748-670X","Comput. Math. Methods Med.","Taylor & Francis, Ltd.","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=1748670X"
"1997","1088-4173","Conform. Geom. Dyn.","American Mathematical Society","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=10884173"
"1997","1384-5810","Data Min. Knowl. Discov.","Kluwer Academic Publishers","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=13845810"
"1997","1817-2172","Differ. Uravn. Protsessy Upr.","Sankt-Peterburgskii Gosudarstvennyi Tekhnicheskii Universitet","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=18172172"
"1997","1026-0226","Discrete Dyn. Nat. Soc.","Taylor & Francis, Ltd.","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=10260226"
"1997","1365-8050","Discrete Math. Theor. Comput. Sci.","Chapman & Hall","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=13658050"
"1997","1505-0211","Ekon. Mat.","Akademia Ekonomiczna im. Oskara Langego","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=15050211"
"1997","1403-3534","Electron. Trans. Artif. Intell.","Linkoping University Electronic Press","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=14033534"
"1997","0972-0960","Far East J. Appl. Math.","Pushpa Publishing House","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=09720960"
"1997","0972-0863","Far East J. Theor. Stat.","Pushpa Publishing House","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=09720863"
"1997","1465-3060","Geom. Topol.","Geometry & Topology Publications","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=14653060"
"1997","1608-9324","IMHOTEP J. Afr. Math. Pures Appl.","IMHOTEP---African Journal of Pure and Applied Mathematics","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=16089324"
"1997","1727-7434","Izv. Chelyabinsk. Nauchn. Tsentra","Rossiiskaya Akademiya Nauk Uralskoe Otdelenie, Chelyabinskii Nauchnyi Tsentr","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=17277434"
"1997","","Izv. Ross. Akad. Estestv. Nauk Mat. Mat. Model. Inform. Upr.","Rossiiskaya Akademiya Estestvennykh Nauk","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn="
"1997","1173-9126","J. Appl. Math. Decis. Sci.","Journal of Applied Mathematics and Decision Sciences","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=11739126"
"1997","1382-6905","J. Comb. Optim.","Springer","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=13826905"
"1997","1460-1559","J. Comput. Finance","Incisive Media","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=14601559"
"1997","1342-8705","J. Fac. Cult. Educ. Saga Univ.","Saga University, Faculty of Culture and Education","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=13428705"
"1997","1000-5889","J. Gansu Univ. Technol. (Engl. Ed.)","Journal of Gansu University of Technology, Editorial Department","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=10005889"
"1997","1433-8157","J. Geom. Graph.","Heldermann Verlag","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=14338157"
"1997","1025-5834","J. Inequal. Appl.","Gordon and Breach Science Publishers","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=10255834"
"1997","1226-9433","J. Korean Soc. Ind. Appl. Math.","Korean Society for Industrial and Applied Mathematics","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=12269433"
"1997","","J. Mong. Math. Soc.","Mongolian Mathematical Society","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn="
"1997","2350-0352","J. Phys. Sci.","Vidyasagar University","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=23500352"
"1997","1007-6417","J. Shanghai Univ.","Journal of Shanghai University, English Edition, Editorial Office","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=10076417"
"1997","1027-3662","J. Theor. Med.","Taylor & Francis Health Sciences","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=10273662"
"1997","1293-1934","Log. Trianguli","University of Nantes","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=12931934"
"1997","1365-1005","Macroecon. Dyn.","Cambridge University Press","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=13651005"
"1997","1028-9763","Mat. Mash. Sist.","Natsionalnaya Akademiya Nauk Ukrainy, Institut Problem Matematicheskikh Mashin i Sistem","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=10289763"
"1997","1450-5932","Math. Morav.","University of Kragujevac, Faculty of Technical Sciences Cacak","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=14505932"
"1997","1087-9919","Math. Sci. Res. Hot-Line","International Publications","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=10879919"
"1997","0947-4471","Mitt. Dtsch. Math.-Ver.","Deutsche Mathematiker Vereinigung","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=09474471"
"1997","1384-5640","Multibody Syst. Dyn.","Springer","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=13845640"
"1997","1092-0277","N. Am. Actuar. J.","Routledge/Taylor & Francis Group","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=10920277"
"1997","1092-0277","N. Am. Actuar. J.","Society of Actuaries","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=10920277"
"1997","1392-3625","Neties. Proces. Model. Valdym.","Matematikos ir Informatikos Institutas (MII)","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=13923625"
"1997","1090-0578","Nonlinear Dyn. Psychol. Life Sci.","Society for Chaos Theory in Psychology & Life Sciences","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=10900578"
"1997","1007-6093","OR Trans.","Editorial Office of OR Transactions","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=10076093"
"1997","1284-2060","Oriens Occidens","Universite Paris 7, UMR 7062 CNRS/EPHE","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=12842060"
"1997","1385-1292","Positivity","Springer","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=13851292"
"1997","1382-4090","Ramanujan J.","Springer","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=13824090"
"1997","1088-4165","Represent. Theory","American Mathematical Society","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=10884165"
"1997","0919-4614","Sci. Bull. Josai Univ.","Josai University, Faculty of Science","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=09194614"
"1997","","Scr. Sci. Math.","Societas Topologiae, Systematum Subtilium et Applicationum Moldaviae","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn="
"1997","2304-1579","Visn. Odes. Nats. Univ.","Odeskii Natsionalnii Universitet im. I. I. Mechnikova ","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=23041579"




